title,location,url,startdate,enddate,type,price,solddate
FORREST GUMP Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-jan-27,2024-01-27,2024-01-27,,,
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,Early Bird 3 days with Tent ⛺️,"1,500",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,"Early Bird 3 Days, No Tent","1,000",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,3 Day Ticket with Tent ⛺️,"2,300",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,"3 Day Ticket, No Tent","1,800",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,"2 Day Ticket 28-29th, Tent ⛺️","2,100",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,"2 Day Ticket 28-29th, No Tent","1,600",
"🌟 Moon Rock Festival: 3 Days of Music, Camping, and Seaside Bliss! 🚀🏕️🌊",MoonRock,https://www.ticketmelon.com/moonrock/moonrockfestival3,2024-01-27,2024-01-29,Taxi Pickup,100,
"""Bake Me Please พิชิตใจนายสายหวาน” Special EP. Fan Meeting",Major Ratchayothin Theatre 13,https://www.ticketmelon.com/rosestudio/bake-me-please-special-ep-fan-meeting,2024-01-28,2024-01-28,Zone A,"1,099",
"""Bake Me Please พิชิตใจนายสายหวาน” Special EP. Fan Meeting",Major Ratchayothin Theatre 13,https://www.ticketmelon.com/rosestudio/bake-me-please-special-ep-fan-meeting,2024-01-28,2024-01-28,Zone B,890,
COMBUST (NYHC) Live in Bangkok 28.01.2024,BLUEPRINT LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/combustliveinbangkok,2024-01-28,2024-01-28,Early Bird Ticket,700,
COMBUST (NYHC) Live in Bangkok 28.01.2024,BLUEPRINT LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/combustliveinbangkok,2024-01-28,2024-01-28,Pre-Sale Ticket,900,
COMBUST (NYHC) Live in Bangkok 28.01.2024,BLUEPRINT LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/combustliveinbangkok,2024-01-28,2024-01-28,Regular Ticket,"1,000",
Unkonscious Boat Party 2024,Tappia Floating cafe - Pattaya,https://www.ticketmelon.com/ppe/unk24boat,2024-01-30,2024-01-30,Boat Party: Super Early Bird,"1,800",2023-12-29
Unkonscious Boat Party 2024,Tappia Floating cafe - Pattaya,https://www.ticketmelon.com/ppe/unk24boat,2024-01-30,2024-01-30,Boat Party: GA,"2,300",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Pre-party: GA,"1,300",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: Single Day Pass - 1 Feb 2024,"2,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: Single Day Pass - 2 Feb 2024,"2,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: GA,"3,600",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,"UNK24: FRIENDSHIP PACK - Buy 6, Get 1 Free","3,085",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Cabana (2 Days) - Table only!,"29,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Double Booth (2 Days) - Table only!,"39,900",2023-12-29
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Sofa Bed (2 Days) - Table only!,"45,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L1 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L2 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L3 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L4 (2 Days) - Table only!,"88,000",2023-12-29
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Island (2 Days) - Table only!,"120,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Standard Room (Check-in 1st Feb) - Room only!,"5,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Superior Room (Check-in 1st Feb) - Room only!,"5,700",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Superior Triple Room (Check-in 1st Feb) - Room only!,"6,600",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Deluxe Room (Check-in 1st Feb) - Room only!,"7,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Garden Villa (Check-in 1st Feb) - Room only!,"7,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Deluxe Seaview Room (Check-in 1st Feb) - Room only!,"7,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Pool Access Villa (Check-in 1st Feb) - Room only!,"7,900",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Pre-party: GA,"1,300",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: Single Day Pass - 1 Feb 2024,"2,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: Single Day Pass - 2 Feb 2024,"2,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,UNK24: GA,"3,600",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,"UNK24: FRIENDSHIP PACK - Buy 6, Get 1 Free","3,085",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Cabana (2 Days) - Table only!,"29,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Double Booth (2 Days) - Table only!,"39,900",2023-12-29
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VIP Sofa Bed (2 Days) - Table only!,"45,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L1 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L2 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L3 (2 Days) - Table only!,"88,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Beach Deck #L4 (2 Days) - Table only!,"88,000",2023-12-29
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,VVIP Island (2 Days) - Table only!,"120,000",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Standard Room (Check-in 1st Feb) - Room only!,"5,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Superior Room (Check-in 1st Feb) - Room only!,"5,700",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Superior Triple Room (Check-in 1st Feb) - Room only!,"6,600",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Deluxe Room (Check-in 1st Feb) - Room only!,"7,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Garden Villa (Check-in 1st Feb) - Room only!,"7,200",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Deluxe Seaview Room (Check-in 1st Feb) - Room only!,"7,800",
UnKonscious Festival 2024,Alexa Beach club,https://www.ticketmelon.com/unkonscious/unk24,2024-01-30,2024-02-04,Pool Access Villa (Check-in 1st Feb) - Room only!,"7,900",
DOMI & JD BECK LIVE IN BANGKOK,Lido Connect,https://www.ticketmelon.com/viji/domijdbeck,2024-01-31,2024-01-31,General Admission,"2,400",
DOMI & JD BECK LIVE IN BANGKOK,Lido Connect,https://www.ticketmelon.com/viji/domijdbeck,2024-01-31,2024-01-31,General Admission,"2,400",
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,GA ADMISSION ( 2 DAYS PASS ) - EARLY JUMPERS,99,2023-12-29
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,GA ADMISSION ( 2 DAYS PASS ) - PHASE 1,250,
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,VIP ADMISSION ( 2 DAYS PASS ) - EARLY JUMPERS,299,2023-12-29
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,VIP ADMISSION ( 2 DAYS PASS ) - PHASE 1,450,
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,GA JUMPERS SQUAD,875,
Jumpstart Festival ,"Mines International Exhibition & Convention Centre, Jalan Dulang, Mines Wellness City, Seri Kembangan, Selangor, Malaysia",https://www.ticketmelon.com/haaziqmediagroup/jumpstart-festival,2024-02-02,2024-02-03,VIP JUMPERS SQUAD,"1,575",
Mystic Valley 2024,Mountain Creek Golf Resort,https://www.ticketmelon.com/mysticvalley/mysticvalley2024,2024-02-02,2024-02-04,GA Ticket (3-day Pass),"2,599",
Mystic Valley 2024,Mountain Creek Golf Resort,https://www.ticketmelon.com/mysticvalley/mysticvalley2024,2024-02-02,2024-02-04,VIP Ticket (3-day Pass),"4,999",
Miss Tiffany 25th The Future Is Yours,Tiffany's Show Pattaya,https://www.ticketmelon.com/mtu25th/preliminary-final,2024-02-02,2024-02-04,,,
ซิตสถาน 3 FEB,sermsuk warehouse,https://www.ticketmelon.com/sitdownplayland/01b118d482e411ee943101117567899b,2024-02-03,2024-02-03,ซิตสถาน 3 FEB One day pass (Early Bird),350,Sales Ended
ซิตสถาน 3 FEB,sermsuk warehouse,https://www.ticketmelon.com/sitdownplayland/01b118d482e411ee943101117567899b,2024-02-03,2024-02-03,ซิตสถาน 3 FEB One day pass (Regular),700,
BEER! A LOVE STORY Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-feb-3,2024-02-03,2024-02-03,Ticket + Poppa's Popcorn & Drink,350,
COMEEARS PRESENT TENDRE LIVE IN BANGKOK,Lido Connect ,https://www.ticketmelon.com/comeearsbkk/tendre-liveinbangkok-comeearsbkk,2024-02-03,2024-02-03,Early TICKET,"1,800",
COMEEARS PRESENT TENDRE LIVE IN BANGKOK,Lido Connect ,https://www.ticketmelon.com/comeearsbkk/tendre-liveinbangkok-comeearsbkk,2024-02-03,2024-02-03,Regular Ticket,"2,000",
COMEEARS PRESENT TENDRE LIVE IN BANGKOK,Lido Connect ,https://www.ticketmelon.com/comeearsbkk/tendre-liveinbangkok-comeearsbkk,2024-02-03,2024-02-03,STUDENT TICKET,"1,500",
COMEEARS PRESENT TENDRE LIVE IN BANGKOK,Lido Connect ,https://www.ticketmelon.com/comeearsbkk/tendre-liveinbangkok-comeearsbkk,2024-02-03,2024-02-03,Student Gang,"1,250",
UnKonscious Knock Out,New Lumpinee Boxing Stadium,https://www.ticketmelon.com/ppe/unk24knockout,2024-02-03,2024-02-04,Knock Out: Super Early Bird,"2,000",2023-12-29
UnKonscious Knock Out,New Lumpinee Boxing Stadium,https://www.ticketmelon.com/ppe/unk24knockout,2024-02-03,2024-02-04,Knock Out: Early Bird,"2,300",2023-12-29
UnKonscious Knock Out,New Lumpinee Boxing Stadium,https://www.ticketmelon.com/ppe/unk24knockout,2024-02-03,2024-02-04,Knock Out: GA,"2,700",
UnKonscious Knock Out,New Lumpinee Boxing Stadium,https://www.ticketmelon.com/ppe/unk24knockout,2024-02-03,2024-02-04,UNK After-party: GA,"1,000",
SENSE Psychedelic Gathering 2024,koh taen,https://www.ticketmelon.com/sense/sense-psychedelic-gathering-2024,2024-02-03,2024-02-06,Early bird ticket,"3,100",
ซิตสถาน 4 FEB,sermsuk warehouse,https://www.ticketmelon.com/sitdownplayland/bf12fc1d82e511ee923401117567899b,2024-02-04,2024-02-04,ซิตสถาน 4 FEB One day pass (Early Bird),350,Sales Ended
ซิตสถาน 4 FEB,sermsuk warehouse,https://www.ticketmelon.com/sitdownplayland/bf12fc1d82e511ee923401117567899b,2024-02-04,2024-02-04,ซิตสถาน 4 FEB One day pass (Regular),700,
Klash of the titans : Kreator and In flames live in Bangkok,Center point entertainment,https://www.ticketmelon.com/witchhunterthailand/klash-of-the-titans,2024-02-07,2024-02-07,Early bird Phase 1,"2,900",
Klash of the titans : Kreator and In flames live in Bangkok,Center point entertainment,https://www.ticketmelon.com/witchhunterthailand/klash-of-the-titans,2024-02-07,2024-02-07,Early bird Phase 2 (Only 200 ticket),"3,100",
Klash of the titans : Kreator and In flames live in Bangkok,Center point entertainment,https://www.ticketmelon.com/witchhunterthailand/klash-of-the-titans,2024-02-07,2024-02-07,Normal ticket,"3,500",
Klash of the titans : Kreator and In flames live in Bangkok,Center point entertainment,https://www.ticketmelon.com/witchhunterthailand/klash-of-the-titans,2024-02-07,2024-02-07,At door,"3,900",
STICK TO YOUR GUNS Live in Bangkok 09.02.2024,MR.FOX LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/stygbangkok,2024-02-09,2024-02-09,Early Bird Ticket,"1,200",
STICK TO YOUR GUNS Live in Bangkok 09.02.2024,MR.FOX LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/stygbangkok,2024-02-09,2024-02-09,Pre-Sale Ticket,"1,400",
STICK TO YOUR GUNS Live in Bangkok 09.02.2024,MR.FOX LIVEHOUSE,https://www.ticketmelon.com/holdingonrecords/stygbangkok,2024-02-09,2024-02-09,Regular Ticket,"1,500",
SCRUBB LIVE IN MANILA,123 BLOCK MANDALA PARK,https://www.ticketmelon.com/gnn-entertainment-productions/scrubbliveinmnl,2024-02-10,2024-02-10,SVIP (Limited Quantity Only),"5,200",
SCRUBB LIVE IN MANILA,123 BLOCK MANDALA PARK,https://www.ticketmelon.com/gnn-entertainment-productions/scrubbliveinmnl,2024-02-10,2024-02-10,VIP (Limited Quantity Only),"3,200",
SCRUBB LIVE IN MANILA,123 BLOCK MANDALA PARK,https://www.ticketmelon.com/gnn-entertainment-productions/scrubbliveinmnl,2024-02-10,2024-02-10,GEN AD,"1,800",
BEFORE SUNRISE Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-feb-10,2024-02-10,2024-02-10,Ticket + Poppa's Popcorn & Drink,350,
เฟี้ยวติวัล นครราชสีมา,ลานห้างโกลบอลเฮ้าส์,https://www.ticketmelon.com/fiewtival/fiewtival-korat-2024,2024-02-10,2024-02-10,บัตร : 20 ปี,Free,
เฟี้ยวติวัล นครราชสีมา,ลานห้างโกลบอลเฮ้าส์,https://www.ticketmelon.com/fiewtival/fiewtival-korat-2024,2024-02-10,2024-02-10,บัตร : 21 ปีขึ้นไป,199,
เฟี้ยวติวัล นครราชสีมา,ลานห้างโกลบอลเฮ้าส์,https://www.ticketmelon.com/fiewtival/fiewtival-korat-2024,2024-02-10,2024-02-10,บัตร : 21 ปีขึ้นไป (มา 4 จ่าย 3 : ราคา 597 บาท),149,
Leaf & Rhyme II,Baimai Activity Space,https://www.ticketmelon.com/leaf-and-rhyme/baimai2,2024-02-10,2024-02-11,Regular Ticket,990,
Leaf & Rhyme II,Baimai Activity Space,https://www.ticketmelon.com/leaf-and-rhyme/baimai2,2024-02-10,2024-02-11,Couple Ticket(2),"1,800",
Leaf & Rhyme II,Baimai Activity Space,https://www.ticketmelon.com/leaf-and-rhyme/baimai2,2024-02-10,2024-02-11,Friends Group(4),"3,200",
Leaf & Rhyme II,Baimai Activity Space,https://www.ticketmelon.com/leaf-and-rhyme/baimai2,2024-02-10,2024-02-11,พื้นที่กางเต้นท์,200,
Leaf & Rhyme II,Baimai Activity Space,https://www.ticketmelon.com/leaf-and-rhyme/baimai2,2024-02-10,2024-02-11,Poster Leaf&Rhyme II (A3),100,
เวิร์คช้อป SELF Tarot Reading,River City Bangkok ,https://www.ticketmelon.com/rivercitybangkok/tarot,2024-02-11,2024-02-11,SELF Tarot Reading,"3,000",
NOTTING HILL Screening at theCOMMONS' Sunset Film Club,theCOMMONS Thonglor,https://www.ticketmelon.com/thecommonsthonglor/sunset-film-club-feb-14,2024-02-14,2024-02-14,Ticket + Poppa's Popcorn & Drink,350,
แพทยศาสตร์การดนตรีครั้งที่ 6,ศาลาอ่างแก้ว,https://www.ticketmelon.com/medcmumusicclub66/story-of-love,2024-02-17,2024-02-17,แพทยศาสตร์การดนตรีครั้งที่ 6,69,
Anti-Valentines Valentines Club,decommune,https://www.ticketmelon.com/emonightbkk/anti-valentines-valentines-club,2024-02-17,2024-02-17,Normal,400,
เฟี้ยวติวัล สงขลา,โรงเรียนสอนขับรถ หาดใหญ่คาร์เทรนเนอร์,https://www.ticketmelon.com/fiewtival/fiewtival-songkla-2024,2024-02-17,2024-02-17,บัตร : 20 ปี,Free,
เฟี้ยวติวัล สงขลา,โรงเรียนสอนขับรถ หาดใหญ่คาร์เทรนเนอร์,https://www.ticketmelon.com/fiewtival/fiewtival-songkla-2024,2024-02-17,2024-02-17,บัตร : 21 ปีขึ้นไป,199,
เฟี้ยวติวัล สงขลา,โรงเรียนสอนขับรถ หาดใหญ่คาร์เทรนเนอร์,https://www.ticketmelon.com/fiewtival/fiewtival-songkla-2024,2024-02-17,2024-02-17,บัตร : 21 ปีขึ้นไป (มา 4 จ่าย 3 : ราคา 597 บาท),149,
THE MODERN NOSTALGIA TOUR : LIVE IN BANGKOK,BCC Hall เซ็นทรัล ลาดพร้าว,https://www.ticketmelon.com/very/themodernnostangia,2024-02-20,2024-02-20,General Ticket,"2,600",
An Evening With James Bond -- 007,FCCThai Clubhouse,https://www.ticketmelon.com/fccthai/an-evening-with-james-bond-007,2024-02-23,2024-02-23,An Evening With James Bond 007,350,
An Evening With James Bond -- 007,FCCThai Clubhouse,https://www.ticketmelon.com/fccthai/an-evening-with-james-bond-007,2024-02-23,2024-02-23,An Evening With James Bond 007,450,
An Evening With James Bond -- 007,FCCThai Clubhouse,https://www.ticketmelon.com/fccthai/an-evening-with-james-bond-007,2024-02-23,2024-02-23,An Evening With James Bond 007,150,
CosCos Suki #10,Westgate Hall,https://www.ticketmelon.com/ccsk/ccsk10,2024-02-25,2024-02-25,CCSK #10 - Early Bird,250,
CosCos Suki #10,Westgate Hall,https://www.ticketmelon.com/ccsk/ccsk10,2024-02-25,2024-02-25,CCSK #10 - Normal Ticket,200,
CosCos Suki #10,Westgate Hall,https://www.ticketmelon.com/ccsk/ccsk10,2024-02-25,2024-02-25,CCSK #10 - CCSK x Bilibili Premium,249,
NOVO AMOR Live In Bangkok 2024,Lido Connect,https://www.ticketmelon.com/giantstepsth/novo-amor-bkk-2024,2024-02-29,2024-02-29,Early Bird Ticket,"1,500",Sales Ended
NOVO AMOR Live In Bangkok 2024,Lido Connect,https://www.ticketmelon.com/giantstepsth/novo-amor-bkk-2024,2024-02-29,2024-02-29,Regular Ticket,"1,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 1 : 1 March 24,"3,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 1 : 1 March 24,"5,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 2 : 1 March 24,"4,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 2 : 1 March 24,"6,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] At door : 1 March 24,"4,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] At door : 1 March 24,"6,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 1 : 2 March 24,"3,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 1 : 2 March 24,"5,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 2 : 2 March 24,"4,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 2 : 2 March 24,"6,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] At door : 2 March 24,"4,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] At door : 2 March 24,"6,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 1 : 2 Days,"5,400",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 1 : 2 Days,"7,900",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] Phase 2 : 2 Days,"5,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] Phase 2 : 2 Days,"8,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[GA] At door : 2 Days,"6,300",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,[VIP] At door : 2 Days,"8,800",
PELUPO 2024,"The Fields, Siam Country Club, Pattaya",https://www.ticketmelon.com/pelupo/2024,2024-03-01,2024-03-02,Kids (under 12’s),Free,
Subculture Thailand 2024 - Weekender,Bangkok,https://www.ticketmelon.com/tltxevo/subculturethailand24,2024-03-01,2024-03-03,,,
SUPALAPA Festival,"Resorts World Awana, Genting Highlands, Malaysia",https://www.ticketmelon.com/supalapa/supalapafestival,2024-03-02,2024-03-03,,,
[ADDITIONAL SHOW] Wave To Earth: The First Era Concert.,Zepp Kuala Lumpur,https://www.ticketmelon.com/fsa/day2-wavetoearthkl,2024-03-03,2024-03-03,VIP BOX,"3,040",2023-12-29
[ADDITIONAL SHOW] Wave To Earth: The First Era Concert.,Zepp Kuala Lumpur,https://www.ticketmelon.com/fsa/day2-wavetoearthkl,2024-03-03,2024-03-03,PREMIUM SEATED,270,2023-12-29
[ADDITIONAL SHOW] Wave To Earth: The First Era Concert.,Zepp Kuala Lumpur,https://www.ticketmelon.com/fsa/day2-wavetoearthkl,2024-03-03,2024-03-03,SEATED,250,2023-12-29
[ADDITIONAL SHOW] Wave To Earth: The First Era Concert.,Zepp Kuala Lumpur,https://www.ticketmelon.com/fsa/day2-wavetoearthkl,2024-03-03,2024-03-03,GENERAL ADMISSION,230,2023-12-29
World of Dance Thailand 2024,"Asok Montri Music and Performing Art Hall โรงละครอโศกมนตรีนาฏยศาลา ม.ศรีนครินทร์วิโรจน์ (ประสานมิตร) Bangkok,Thailand",https://www.ticketmelon.com/worldofdancethailand/wod2024,2024-03-09,2024-03-09,Regular seat (High zone),690,
World of Dance Thailand 2024,"Asok Montri Music and Performing Art Hall โรงละครอโศกมนตรีนาฏยศาลา ม.ศรีนครินทร์วิโรจน์ (ประสานมิตร) Bangkok,Thailand",https://www.ticketmelon.com/worldofdancethailand/wod2024,2024-03-09,2024-03-09,Regular seat (Mid zone),490,
World of Dance Thailand 2024,"Asok Montri Music and Performing Art Hall โรงละครอโศกมนตรีนาฏยศาลา ม.ศรีนครินทร์วิโรจน์ (ประสานมิตร) Bangkok,Thailand",https://www.ticketmelon.com/worldofdancethailand/wod2024,2024-03-09,2024-03-09,Regular seat (Low zone),390,
